ego_id,global_index,local_node_id,cluster_label
0,33,34,0
0,57,58,0
0,106,107,0
0,135,136,0
0,170,171,0
0,172,173,0
0,197,198,1
0,0,1,0
0,1,2,0
0,2,3,1
0,3,4,0
0,4,5,0
0,5,6,0
0,6,7,0
0,7,8,0
0,8,9,0
0,9,10,1
0,10,11,0
0,11,12,0
0,12,13,0
0,13,14,0
0,14,15,0
0,15,16,0
0,16,17,0
0,17,18,0
0,18,19,0
0,19,20,0
0,20,21,0
0,21,22,0
0,22,23,0
0,23,24,0
0,24,25,1
0,25,26,0
0,26,27,0
0,27,28,0
0,28,29,1
0,29,30,0
0,30,31,0
0,31,32,0
0,32,33,0
0,34,35,0
0,35,36,0
0,36,37,0
0,37,38,1
0,38,39,0
0,39,40,1
0,40,41,0
0,41,42,0
0,42,43,0
0,43,44,0
0,44,45,0
0,45,46,0
0,46,47,0
0,47,48,0
0,48,49,0
0,49,50,0
0,50,51,0
0,51,52,0
0,52,53,0
0,53,54,0
0,54,55,0
0,55,56,1
0,56,57,0
0,58,59,0
0,59,60,0
0,60,61,0
0,61,62,0
0,62,63,1
0,63,64,0
0,64,65,0
0,65,66,0
0,66,67,1
0,67,68,0
0,68,69,1
0,69,70,1
0,70,71,1
0,71,72,1
0,72,73,1
0,73,74,0
0,74,75,0
0,75,76,0
0,76,77,0
0,77,78,0
0,78,79,0
0,79,80,1
0,80,81,0
0,81,82,1
0,82,83,0
0,83,84,0
0,84,85,0
0,85,86,0
0,86,87,0
0,87,88,0
0,88,89,0
0,89,90,0
0,90,91,0
0,91,92,0
0,92,93,0
0,93,94,0
0,94,95,0
0,95,96,0
0,96,97,0
0,97,98,0
0,98,99,0
0,99,100,1
0,100,101,0
0,101,102,0
0,102,103,1
0,103,104,0
0,104,105,1
0,105,106,0
0,107,108,0
0,108,109,1
0,109,110,0
0,110,111,0
0,111,112,0
0,112,113,1
0,113,114,0
0,114,115,0
0,115,116,0
0,116,117,0
0,117,118,1
0,118,119,1
0,119,120,1
0,120,121,0
0,121,122,0
0,122,123,0
0,123,124,0
0,124,125,0
0,125,126,0
0,126,127,0
0,127,128,0
0,128,129,0
0,129,130,0
0,130,131,0
0,131,132,1
0,132,133,0
0,133,134,0
0,134,135,0
0,136,137,0
0,137,138,0
0,138,139,1
0,139,140,0
0,140,141,1
0,141,142,0
0,142,143,0
0,143,144,0
0,144,145,0
0,145,146,0
0,146,147,0
0,147,148,1
0,148,149,0
0,149,150,1
0,150,151,0
0,151,152,1
0,152,153,0
0,153,154,0
0,154,155,0
0,155,156,1
0,156,157,0
0,157,158,1
0,158,159,0
0,159,160,0
0,160,161,1
0,161,162,0
0,162,163,0
0,163,164,0
0,164,165,0
0,165,166,0
0,166,167,0
0,167,168,0
0,168,169,0
0,169,170,1
0,171,172,1
0,173,174,0
0,174,175,0
0,175,176,1
0,176,177,0
0,177,178,0
0,178,179,0
0,179,180,0
0,180,181,0
0,181,182,1
0,182,183,1
0,183,184,0
0,184,185,0
0,185,186,0
0,186,187,0
0,187,188,1
0,188,189,0
0,189,190,0
0,190,191,0
0,191,192,0
0,192,193,0
0,193,194,0
0,194,195,0
0,195,196,1
0,196,197,0
0,198,199,0
0,199,200,1
0,200,201,0
0,201,202,0
0,202,203,1
0,203,204,1
0,204,205,0
0,205,206,1
0,206,207,0
0,207,208,1
0,208,209,0
0,209,210,0
0,210,211,1
0,211,212,1
0,212,213,1
0,213,214,0
0,214,215,0
0,215,216,0
0,216,217,0
0,217,218,0
0,218,219,0
0,219,220,0
0,220,221,0
0,221,222,1
0,222,223,0
0,223,224,1
0,224,225,0
0,225,226,0
0,226,227,0
0,227,228,0
0,228,229,0
0,229,230,0
0,230,231,0
0,231,232,1
0,232,233,0
0,233,234,0
0,234,235,0
0,235,236,1
0,236,237,1
0,237,238,0
0,238,239,0
0,239,240,0
0,240,241,0
0,241,242,0
0,242,243,0
0,243,244,0
0,244,245,0
0,245,246,0
0,246,247,1
0,247,248,1
0,248,249,0
0,249,250,0
0,250,251,0
0,251,252,1
0,252,253,0
0,253,254,1
0,254,255,0
0,255,256,0
0,256,257,0
0,257,258,1
0,258,259,0
0,259,260,0
0,260,261,1
0,261,262,0
0,262,263,0
0,263,264,0
0,264,265,1
0,265,266,0
0,266,267,0
0,267,268,0
0,268,269,1
0,269,270,0
0,270,271,1
0,271,272,0
0,272,273,0
0,273,274,1
0,274,275,0
0,275,276,1
0,276,277,0
0,277,278,0
0,278,279,0
0,279,280,0
0,280,281,1
0,281,282,0
0,282,283,1
0,283,284,0
0,284,285,1
0,285,286,0
0,286,287,0
0,287,288,0
0,288,289,0
0,289,290,0
0,290,291,1
0,291,292,0
0,292,293,0
0,293,294,0
0,294,295,0
0,295,296,0
0,296,297,1
0,297,298,0
0,298,299,0
0,299,300,0
0,300,301,0
0,301,302,0
0,302,303,0
0,303,304,0
0,304,305,0
0,305,306,0
0,306,307,0
0,307,308,0
0,308,309,0
0,309,310,0
0,310,311,0
0,311,312,0
0,312,313,0
0,313,314,1
0,314,315,0
0,315,316,0
0,316,317,0
0,317,318,0
0,318,319,0
0,319,320,0
0,320,321,0
0,321,322,0
0,322,323,1
0,323,324,0
0,324,325,0
0,325,326,0
0,326,327,0
0,327,328,0
0,328,329,0
0,329,330,1
0,330,331,1
0,331,332,1
0,332,333,0
0,333,334,0
0,334,335,0
0,335,336,0
0,336,337,0
0,337,338,0
0,338,339,1
0,339,340,0
0,340,341,0
0,341,342,0
0,342,343,0
0,343,344,0
0,344,345,0
0,345,346,1
0,346,347,0
348,1392,4039,1
348,1393,4049,0
348,1394,4051,0
348,1399,4053,1
348,1409,4054,0
348,1412,4056,1
348,1416,370,0
348,1419,373,0
348,1420,374,0
348,1422,4060,0
348,1424,378,0
348,1435,4063,1
348,1437,391,1
348,1440,394,0
348,1441,395,0
348,1446,400,0
348,1458,412,1
348,1460,4069,0
348,1466,4070,0
348,1468,422,0
348,1469,423,0
348,1473,427,0
348,1474,4074,0
348,1477,431,1
348,1480,434,0
348,1482,436,1
348,1484,438,0
348,1507,461,1
348,1511,465,1
348,1521,4083,0
348,1526,480,0
348,1529,4086,0
348,1530,4088,0
348,1538,492,1
348,1542,496,0
348,1546,500,1
348,1552,506,1
348,1559,513,1
348,1560,514,0
348,1561,515,0
348,1563,4096,1
348,1570,524,0
348,1572,4098,1
348,1584,4099,0
348,1588,542,0
348,1590,544,0
348,1599,553,0
348,1602,556,0
348,1604,558,0
348,1605,559,0
348,1607,561,0
348,1609,4107,1
348,1612,4110,0
348,1613,567,0
348,1395,349,0
348,1396,350,0
348,1397,351,0
348,1398,352,0
348,1400,354,0
348,1401,355,0
348,1402,356,1
348,1403,357,1
348,1404,358,1
348,1405,359,0
348,1406,360,1
348,1407,361,0
348,1408,362,0
348,1410,364,0
348,1411,365,0
348,1413,367,0
348,1414,368,0
348,1415,369,0
348,1417,371,1
348,1418,372,1
348,1421,375,1
348,1423,377,1
348,1425,379,1
348,1426,380,1
348,1427,381,1
348,1428,382,0
348,1429,383,0
348,1430,384,1
348,1431,385,1
348,1432,386,0
348,1433,387,0
348,1434,388,0
348,1436,390,1
348,1438,392,0
348,1439,393,1
348,1442,396,0
348,1443,397,0
348,1444,398,0
348,1445,399,0
348,1447,401,1
348,1448,402,0
348,1449,403,0
348,1450,404,1
348,1451,405,0
348,1452,406,1
348,1453,407,0
348,1454,408,0
348,1455,409,1
348,1456,410,1
348,1457,411,1
348,1459,413,1
348,1461,415,1
348,1462,416,0
348,1463,417,1
348,1464,418,0
348,1465,419,0
348,1467,421,0
348,1470,424,1
348,1471,425,1
348,1472,426,1
348,1475,429,1
348,1476,430,1
348,1478,432,0
348,1479,433,0
348,1481,435,0
348,1483,437,0
348,1485,439,0
348,1486,440,0
348,1487,441,1
348,1488,442,1
348,1489,443,0
348,1490,444,0
348,1491,445,0
348,1492,446,1
348,1493,447,1
348,1494,448,1
348,1495,449,1
348,1496,450,0
348,1497,451,0
348,1498,452,0
348,1499,453,1
348,1500,454,0
348,1501,455,0
348,1502,456,0
348,1503,457,0
348,1504,458,0
348,1505,459,1
348,1506,460,0
348,1508,462,0
348,1509,463,1
348,1510,464,1
348,1512,466,1
348,1513,467,1
348,1514,468,1
348,1515,469,0
348,1516,470,1
348,1517,471,0
348,1518,472,1
348,1519,473,0
348,1520,474,0
348,1522,476,1
348,1523,477,0
348,1524,478,0
348,1525,479,0
348,1527,481,0
348,1528,482,1
348,1531,485,1
348,1532,486,0
348,1533,487,0
348,1534,488,0
348,1535,489,0
348,1536,490,0
348,1537,491,0
348,1539,493,0
348,1540,494,0
348,1541,495,1
348,1543,497,0
348,1544,498,1
348,1545,499,1
348,1547,501,1
348,1548,502,0
348,1549,503,0
348,1550,504,0
348,1551,505,1
348,1553,507,1
348,1554,508,0
348,1555,509,1
348,1556,510,0
348,1557,511,1
348,1558,512,0
348,1562,516,0
348,1564,518,0
348,1565,519,0
348,1566,520,0
348,1567,521,1
348,1568,522,1
348,1569,523,0
348,1571,525,0
348,1573,527,1
348,1574,528,1
348,1575,529,1
348,1576,530,0
348,1577,531,0
348,1578,532,0
348,1579,533,0
348,1580,534,0
348,1581,535,0
348,1582,536,1
348,1583,537,0
348,1585,539,0
348,1586,540,0
348,1587,541,0
348,1589,543,0
348,1591,545,0
348,1592,546,0
348,1593,547,0
348,1594,548,0
348,1595,549,0
348,1596,550,1
348,1597,551,0
348,1598,552,1
348,1600,554,1
348,1601,555,0
348,1603,557,0
348,1606,560,0
348,1608,562,0
348,1610,564,1
348,1611,565,1
348,1614,568,1
348,1615,569,0
348,1616,570,0
348,1617,571,1
348,1618,572,1
414,1619,4040,0
414,1620,4044,0
414,1621,4050,0
414,1622,4052,0
414,1623,4055,0
414,1624,4057,0
414,1625,4058,0
414,1626,4059,0
414,1627,4061,0
414,1628,4062,0
414,1629,4064,1
414,1630,4065,0
414,1631,4066,0
414,1632,4067,0
414,1633,4068,1
414,1634,4071,0
414,1635,4072,0
414,1636,4073,0
414,1637,4075,0
414,1638,4077,1
414,1639,4078,0
414,1640,4079,1
414,1641,4080,0
414,1642,4081,1
414,1643,4082,1
414,1644,4084,0
414,1645,4085,0
414,1646,4087,0
414,1647,4089,1
414,1648,4090,0
414,1649,4091,1
414,1650,4092,1
414,1651,4093,1
414,1652,4094,0
414,1653,4095,0
414,1654,4097,0
414,1655,4100,0
414,1656,4101,0
414,1657,4102,0
414,1658,4103,0
414,1659,4104,0
414,1660,4105,0
414,1661,4106,0
414,1662,4108,0
414,1663,4111,0
414,1664,4112,0
414,1672,4114,0
414,1686,594,0
414,1688,4116,1
414,1693,4117,0
414,1698,4118,0
414,1721,4119,0
414,1729,4120,1
414,1733,4121,0
414,1741,4122,0
414,1743,4123,1
414,1665,573,0
414,1666,574,0
414,1667,575,0
414,1668,576,0
414,1669,577,0
414,1670,578,0
414,1671,579,0
414,1673,581,1
414,1674,582,0
414,1675,583,0
414,1676,584,0
414,1677,585,0
414,1678,586,1
414,1679,587,0
414,1680,588,0
414,1681,589,0
414,1682,590,0
414,1683,591,0
414,1684,592,0
414,1685,593,0
414,1687,595,0
414,1689,597,1
414,1690,598,0
414,1691,599,0
414,1692,600,1
414,1694,602,1
414,1695,603,0
414,1696,604,0
414,1697,605,0
414,1699,607,1
414,1700,608,1
414,1701,609,1
414,1702,610,1
414,1703,611,0
414,1704,612,0
414,1705,613,1
414,1706,614,0
414,1707,615,1
414,1708,616,0
414,1709,617,0
414,1710,618,0
414,1711,619,0
414,1712,620,1
414,1713,621,0
414,1714,622,0
414,1715,623,1
414,1716,624,1
414,1717,625,0
414,1718,626,0
414,1719,627,0
414,1720,628,0
414,1722,630,0
414,1723,631,0
414,1724,632,0
414,1725,633,0
414,1726,634,0
414,1727,635,0
414,1728,636,0
414,1730,638,1
414,1731,639,0
414,1732,640,0
414,1734,642,1
414,1735,643,0
414,1736,644,0
414,1737,645,1
414,1738,646,0
414,1739,647,0
414,1740,648,0
414,1742,650,1
